,review,produk,packaging,pengiriman
9,sekali lagi... blibli jos... apalagi pengiriman dalkot nya... cepet,0,0,1
10,"Pengiriman ternyata cuma 1 malam aja , barang pun berfungsi baik dan normal 
",1,0,1
11,Brg bgus asli dan sesuai deskripsi. Thanks blibli dan anker indonesia. Dtggu promo berikutnya smoga hrganya makin terjangkau,1,0,0
12,"Produk sangat memuaskan dan tidak mengecewakan, sesuai dengan reputasi brand anker",1,0,0
13,"Bagus.... Dgn charger 2a arus output bisa sampai 1,9xx ampere.",1,0,0
14,"produk original, pengiriman cepat, very recommended seller !!",1,0,1
15,bener2 zakti....cepet buat charge oke banget pokoknya sukaaaa,1,0,0
16,Produk kuat sesuai deskripsi harga sangat terjangkau.,1,0,0
17,Packing rapi pengiriman cepat produk sangat memuaskan,0,1,1
18,"Kualitas barang memuaskan sesuai spesifikasi.
Selalu puas belanja di blibli",1,0,0
19,Kabel chargernya bagus. cash hp pake kabel ini lebih cepat daripada pakai charger bawaan hp :),1,0,0
20,Barang sesuai dengan pesanan dan pengirimannya sangat cepat. Thanks Blibli =),1,0,1
21,"Pengiriman sangat cepat, no damage, barang original and warranty TAM, berfungsi dengan baik, dpt cashback 100%",1,0,0
22,Kualitas oke pengriman oke blibli.com mantaap YESSS,1,0,1
23,Thanks... Hp nya tiba dengan selamat...☺ packingannya rapi dan aman.. Semoga awet.,0,1,0
24,Trimksh hp sdh dtg dngn slmat walaupun lambat tpi brg sesuai dan memuaskn,1,0,-1
25,"Walaupun telat dan nyasar duluan, tp barangnya original. Moga2 dapat diperbaiki pengirimannya",1,0,-1
26,"barangnya bagus, puas pakenya, baterai tahan lama... recommended",1,0,0
27,"lebih murah beli di sini,packing bagus dan aman,masih bersegel semoga awet ",1,1,0
28,"Pengiriman baik, packing ok, sesuai deskripsi mantap",1,1,1
29,"ini adalah pesanan perdana saya dengan blibli.com, dan akan ada pesanan lainnya yang akan saya lakukan dengan layanan yang baik seperti ini.",0,0,0
30,Walsupun pengiriman nya jauh tetap cepet dan free ongkir,0,0,1
31,Luar biasa pesan pagi besok siang Dateng... Top,0,0,1
32,Sudah di terima dengan baik dan benar makasih ya,0,0,0
33,"Vivo y71 sampai dengan selamat.packing nya joss gandos.pengirimannya rumayan cepat...ok
Tks blibli",0,1,1
34,"Pengiriman cukup cepat, kemasannya sayang tidak di bubble wrap. Tapi overall semua baik dan sesuai ekspektasi. Thankyou blibli",1,-1,1
35,"Ternyata kelihatan kecil yah layarnya, tapi tampilan oke",1,0,0
36,"Wow barang cepat sampai cuma 2 hari, packingnya oke barang oke, puas belanja di Blibli
Trima kasih",1,1,1
37,"One day services 👍👍

Packing bagus...pengiriman cepat...produk sesuai deskripsi dan nyaman untuk digunakan...
Sesuai dengan apa yang ditawarkan... 
",1,1,1
38,Barang oke. Tapi pengiriman Lama Lama lamasekali,1,0,-1
39,"barang datang sesuai pesanan , semoga awet",1,0,0
40,Barang sdh diterima dlm kondisi sempurna. Tq Blibli,1,0,0
41,"Pengemasannya mantap, aman. Bonus include semua...puas. srmoga awet",1,1,0
42,HDD berfungsi baik dan cepat banget sampainya.,1,0,0
43,"Bagus,cpt sampai,ori made in thailand.hdd terbaca cm 1,81tb..",1,0,1
44,Barang cepat sampainya... Dan diterima dengan baik.. ,0,0,1
45,Pengiriman produk sangat cepat. Bayar tadi pagi siang ini sudah sampai. Banyak diskon menarik.,0,0,1
46,Harga Murah dan produk ok...pakai voucher lebih murah lagi... :D,1,0,0
47,Packing rapi banget dan pengiriman sangat cepat.,0,1,1
48,Barang ok. Udah nyoba copy data cepet bgt jg. Semoga aweeet aweeet🙏. Thanks,1,0,0
49,"Hardisk Seagate yg bagus, dan cepat sekali pengiriman nya.",1,0,1
50,Barang OK .. Sipp DEH Pokok nya !!!,1,0,0
51,"Barang sampe hitungan jam, kelengkapan bentuk eartips dan foam, dikasih juga alat untuk gulung kabelnya. Harga murah untuk tipe over-ear

Bassnya gede, sedikit boomy, tapi cukup tight. Kalo dipakai untuk lagu kencang bassnya gak meleber.
Vocalnya di tengah, kadang ketutup instrumen.
Highnya kurang crisp.

Definitely Worth it dengan harga promo ini",1,0,1
52,Packing bagus...barang msh segel... stlh di coba suara sip..mantapp... thx blibli.com,1,1,1
53,produk yang disediakan dan dikirim oleh Blibli memang berkualitas ... packing rapi dan aman ... pesan kamis jumat sampai ... baru mengulas karena baru ambil barang dari kantor ... suaranya ajiiiib,1,1,1
54,Kualitas sangat baik harga ok untuk merek yang sudah dikenal,1,0,0
55,"Pengiriman lebih lama dari ekspektasi saya. kualitas barang terjamin, packnya rapi. tapi harga kalau beli di blibli kurang bersaing dengan yang lainnya",1,1,-1
56,Sering-sering dong Blibli bikin promo kayak gini ya ditunggu yang lainnya! Pokonya asal murah deh ya!,0,0,0
57,"Packing rapi , barang bagus, dan pengiriman cepat. thanks blibli",1,1,1
58,Lagi-lagi dibuat kagum produk earphone dari blibli produk seuprit packagingnya safety banget dan kardusan lagi... produk garansi 2 tahun dengan harga 70an hahaa mantaaaps,0,1,0
59,"Kemarin siang order, keesokan pagi dah sampe, keren, suara jernih, beli utk kedua kalinya, jbl top",1,0,1
60,"Barang bagus, suara mantap, dan ada garansinya. Puas banget, terima kasih.",1,0,0
61,Kualitas barang bagus seperti layaknya JBL. tetapi agak lambat dalam pengiriman.,1,0,-1
62,"Barang original, berfungsi sangat baik. Clarity nya cukup bagus untuk  harga segini",1,0,0
63,Terima kasih banyak Blibli pengiriman cepat respon seller baik dan pengemasan baik,0,1,1
64,Mantap mantul barang sangat bagus kualitas maknyuusss,1,0,0
65,respond pengiriman cepat dan barang ori pastinya,1,0,1
66,"Pengiriman cepat, packing baik dan aman. Thanks erafone dan Blibli",0,1,1
67,Pengiriman lama tiba dikirim oleh blibli tapi melewati estimasi penerimaan produk.,0,0,-1
68,Sudah diterima dgn baik. Semoga awet. Terimakasih,0,0,0
69,"- Barang dipesan hari Minggu, diterima hari Jumat.
- Paket dikemas cukup rapi & rapat.
- Barang berfungsi  dengan normal",1,1,-1
70,"mantap bgt hapenya...garansi resmi lagi, thx blibli",1,0,0
71,"Produk belum dibuka karena beliin orang lain, yang jelas pengirimannya cepat",0,0,1
72,Mantaap order dan dikirim dihari yg sama.. handphone juga masih SEGEL..harga juga discount menggunakan voucher blibli.sangat mantaap blibli deh...recommended deh,1,0,1
73,"Masih segel, packing rapih, barang ORI, barang berfungsi dengan baik",1,1,0
74,"Barang sampai dengan kondisi yang baik. Produk di sealed dan di wrap dengan bubble. Pengiriman menggunakan gosend, tiba keesokan hari",1,1,1
75,"Produk ok da murah. Minggu lalu tanya di xiao mi nya blm ada sedangkan di toko rata rata harganya jauh diatas blibli.com
",0,0,0
76,Pengiriman sangat buruk lama banget...ke bekasi saja nyampe 3 hari.kalau tetangga aja bisa blnja skrang besok udah nyampe..,0,0,-1
77,"Sudah pembelian ke 4x nya ini, temen-temen pada nitip semuanya.

barang okey, sesuai dengan yang sebelumnya, cuman ga ada bonus anti gores nya, overall sih okey dah",1,0,0
78,"Pesan jum'at besoknya dah sampai, garansi TAM  matap jiwa",1,0,1
79,"Barang udah sampe , packing rapih..barangnya original.tq",1,1,0
80,"Jam bekerja dgn sangat baik sampai sekarang, packaging rapi. Dan sudah coba semua fiturnya berjalan dgn baik.",1,1,0
81,"Mantap banget, pengiriman cepat, barang sesuai dengan gambar dan deskripsi yang ada. Hanya pada saat pengiriman, barang tidak dilindungi oleh bubble wrap, sempat khawatir rusak dll. Tapi bisa berjalan dengan baik. Thanks. ☺",1,-1,1
82,"kualitas airpods sangat sangat bagus, pengguna apple harus punya",1,0,0
83,"Produk berfungsi dengan sangat baik, cuma pengiriman agak ,terlambat di first logistic nya seperti nya",1,0,-1
84,"Packing rapi,  barang original dan berfungsi dengan baik.  Semoga awet.  Thanks BliBli

",1,1,0
85,"pengiriman cepat dan sesuai ekspektasi, thanks blibli",0,0,1
86,"Anker salah satu kabel untuk gadget Anda yg tidak perlu diragukan kualitasnya, jika Anda mencari kabel yg awet, merk ini salah satu yg direkomendasikan. ",1,0,0
87,Good. Pengiriman cepat. Pesan pagi datang sore,0,0,1
88,"Barangnya bagus, packing pengiriman hanya memakai bubble wrap tapi aman sih isinya.",1,1,0
89,Pengiriman super cepat. Barang sesuai deskripsi. Harga terbaik. Terima kasih,1,0,1
90,"Terima kasih Blibli untuk menggratiskan ongkir hehhe.. apalagi kalau nyampe nya cepat , Mantap dah,  .............",0,0,1
91,"Packing kayu, barang datang dengan baik. Tp blm dibuka, pengiriman 4 hari sampai.",0,1,0
92,Barang berfungsi dengan baik walaupun pengiriman sangat lama biasanya maksimal 3 hari. Terimakasih,1,0,-1
93,barang sudah diterima dan pengirimannya super cepat.dan.moga awet,0,0,1
94,"fast delivery, biasa langsung belanja ke toko KCC nya langsung, thanks",0,0,1
95,"monitornya bagus, pengiriman agak lambat karena bukan dari jakarta.",1,0,-1
96,Monitor LG Produknya datang dengan cepat hari ini pesan besok Datang. Terima kasih Blibli,0,0,1
97,"Barang sudah tiba, kemasan bagus , pengiriman cepat.. ",0,1,1
98,"barang sudah diterima dengan baik, mantap blibli!",0,0,0
99,"Gilaaaa kamu bli....,, pesenanku cm sehari doang sampe ke tangan ku,,, cepettt,, barang nya baguuus ",1,0,1
100,"Barang ori, pelayanan cepat. Over all memuaskan.",1,0,1
101,"barang sudah diterima dan berfungsi dengan baik

Thx",1,0,0
102,"Flashdisknya belom dicoba,  semoga kualitas oke krn untuk aspek lain sdh juara semua.
Pengiriman super cepet, so far yg plg cepat slm belanja di blibli. 
Thanks 🙏",0,0,1
103,"Barang sudah diterima, pengiriman cepat. Semoga kualitasnya memuaskan",0,0,1
104,"barang bagus, dikemas dengan baik, pengiriman sagat cepat. terimakasih",1,1,1
105,barang berfungsi dengan baik dan tidak ada cacat,1,0,0
106,"Packing rapi, barang baguus, mudah2an awet. Terima kasih",1,1,0
0,Kok belum ada barangnya padahal katanya tanggal 9 malah nggak di anterin,0,0,-1
1,Sudah sampai tp tidak berfungsi dengan baik. Return,-1,0,0
2,"Status tertulis akan dipick up expedisi Sicepat dari toko, sampai 2 hari gak ada progress sehingga barang diterima lama. Not Recommended.",0,0,-1
3,Speaker yg saya terima malah simbadda cst 330n,-1,0,0
4,Produk speaker ada yang tidak bunyi sebelah,-1,0,0
5,pesen hitam tapi datang gold... tidak ada konfirmasi jika hitam tidak ada. kecewa.,-1,0,0
6,"Barang datang sudah rusak, tidak plug and play remote tidak responsive",-1,0,0
7,maaf barang saya terima tidak baik..modul/player Mp3 tombol Play/Next terangkat/lepas dan remote bagian bawah/battrai pecah terpaksa saya isolasi,-1,0,0
8,"Lecet dan seperti barang display
Saat di ON restart terus
Tidak bisa masuk menu
Tidak bisa di setting",-1,0,0
9,kecewa ... barang yg dtang salah bukan televisi melainkan home theatre,-1,0,0
10,untuk laptop packing hanya pakek kresek hitam tanpa buble tanpa peti. Mengecewakan. Apa lagi pengiriman dr jawa ke kaltim. sunguh terlalu...,0,-1,0
11,kaga ada cd nya ya bos.. buat instal,-1,0,0
12,"Laptop tidak berfungsi normal. Spek nya bagus tapi saat instalasi aplikasi dari asus gift box berjalan lambat, aplikasi sering hang ( not responding) . melihat dari ulasan sebelumnya produk ini direview bagus , apa kebetulan saja produk yang saya terima cacat produksi ??",-1,0,0
13,"Saya pesan orange, dikirim hitam! Padahal sudah wanti2, tidak mau hitam, ternyata tetep dikirim hitam! Merasa jadi customer yang tidak dianggap!",-1,0,0
14,"smartwatch tidak mau connect dan tidak mau tampilan jammnya...mohon infonya..
",-1,0,0
15,Pengiriman super lama sekali..padahal beli nya pakai gojek tapi sama kayak pengiriman paket 3hari baru sampai..,0,0,-1
16,"Baru berapa, gesture nya bermasalah, sensor nya tidak berfungsi",-1,0,0
17,"Baru kali ini belanja di blibli dpt barang jelek, jam ny gak bisa hidup padahal baterai sdh di charge 100 %. Jadi akan saya kembalikan,.. Dan maaf bintang ny cuma 1.",-1,0,0
18,"produk rusak ko dikirim, kelengkapan tdk lengkap",-1,0,0
19,"Sudah konfirmasi ke CS dan dijanjikan bahwa produk baru, bersegel dan bergaransi SEIN 1 tahun sebelum pengiriman, TERNYATA INI PRODUK SINGAPORE DAN GARANSI DARI SINGAPORE. ",-1,0,0
20,"Produk sudah aktif sekitar 1 bulan padahal masih dalam kemasan tersegel. Niat mau kasih kado ke orang, kecewa hasilnya tidak memuaskan",-1,0,0
21,Kenapa gak bisa krim dri alamat saya... Kemaren padahal juga bisa.. Mohon di perbaiki.. ,0,0,0
22,barang rusak saat akan digunakan tidak bisa,-1,0,0
23,"Pengiriman sangat lama, kualitas produk ga bagus2 amat,",0,0,-1
24,"Produk tidak berfungsi sama sekali di 3 laptop saya dan kayanya gak lagi deh beli targus, beda sama logitech. Sudah minta retur, dibalikan dengan produk yang tidak bekerja di laptop saya, yang membingungkan di laptop blibli bisa jalan...mungkin saya perlu beli laptop mas teknisi bliblinya aja kali yah...bingung dah hehe",-1,0,0
25,Bentuknya oke. Untuk mouse kerja grafis tidak recommended lah. Keentengan. Minusnya lagi produk yang diterima tutsnya tidak asyik.. ngga logitech bgt,-1,0,0
26,Baarang nya gak bisa digunakan. Ini ori bukan?,-1,0,0
27,Saya dapet barang tapi bentuk nya seperti barang bekas. Kotor dan lecet2.,-1,0,0
28,"Tv baru sampai, setelah chat 4 hari berturut2 dgn Cs Blibli, pengiriman lama banget lebih 5 hari dari estimasi maksimalnya, semoga tdk ada masalah, terimakasih ",0,0,-1
29,Saya pesan TV Samsung 4K UA43NU7100 yang dikirim malah TV LG Full HD ,-1,0,0
30,"Nintendo wii nya sudah diterima, tapi kabel sambung ke tv nya gak ada, jadi hingga saat ini belum bisa dipakai/digunakan, mohon kabel nya dikirim, supaya barang bisa digunakan, trims",-1,0,0
31,"Remote plus tidak original,nunchuck nya kadang ga connect.",-1,0,0
32,"Order tanggal 11, baru dapat status pengiriman tanggal 14.. Barang sampai tambah lama..  Tanggal 17 baru sampai..  Lama banget ",0,0,-1
33,Judul warna barang ditulis red blue tapi dikirim abu2,-1,0,0
34,Saya pesan warna neon blue red tp kenapa yg dikirimkan warna grey?! Tolong seller yg jelas ya! Dan tolong ganti brg nya sesuai yg saya mau.tq,-1,0,0
35,Produk yg diphoto berbeda dengan yang diharapkan,-1,0,0
36,2 kali di kirim tetap salah kirim,-1,0,0
37,"Barang KW, tapi tidak ditulis
Kualitas produk sangat buruk",-1,0,0
38,"Lain barang dengan gambar...
Yang lucunya beda gambar yang di kotak dengan isinya... Wkwkwkwkwkwk aneh2 saja nih... 0 bintang harusnya ini...",-1,0,0
39,"Pesan warna hitam yg datang warna putih, suara biasa aja, dengan harga segitu dibanding kualitasnya tergolong mahal",-1,0,0
40,Jelek kualitas barangnya. Ga bisa dipakai utk telpon. Dengar musik juga pecah. Trus baru dipake sekali udah lepas. ,-1,0,0
41,"Seller terlucknut di Blibli. Jual barang cacad, dus hancur, produk cuma dibungkus plastik mirip plastik obat dari dokter, tidak ada buku manual, apalagi buku garansinya mungkin sudah dijual terpisah ke tukang gorengan. Intinya ini produk palsu, bukan asli ataupun secondhand, tapi ini seperti produk homemade. Jangan beli, cukup gue dan beberapa orang lain yg tertipu. Pengiriman pun bikin gondok, lebih dari seminggu baru sampai itupun setelah komplain ke CS Blibli.",-1,-1,-1
42,"Gambar produk tidak sesuai realita, gambar menunjukan dua buah earphone, sehingga kita akan berasumsi kalau akan ada dua buah earpiece untuk kanan kiri telinga. Ternyata hanya satu yg datang",-1,0,0
43,"Kirain headset nya 1 pasang kanan kiri, ternyata 1 doangg, pas dibuka juga tempat nya pecah ga mulus",-1,0,0
44,"Tolong lain kali di cek sbelum kirim,brg tdk menyala,kecewa bli dikota sendiri pengiriman lama dan barang yg dtg pun mengecewakan",-1,0,-1
45,"Mini S530 Sport Headset with Microphone [Bluetooth V4.0] sudah saya terima. Suara jeleeeeeeek banget ,  hanya satu bukan sepasang padahal tertulisnya  ""stereo"", batere cepet drop..Kecewa berat deh.",-1,0,0
46,Ternyata bluetooth earphone xiaomi ini baterenya tidak awet. Baru dipakai bbrp kali baterenya menggelembung dan tidak bisa dicharge. Dibawa ke servis center pun percuma karena barang tidak mereka garansi. Jika seller bisa membantu proses garansi akan sangat bagus,-1,0,0
47,"Suara bagus sekali, tp kualitas battery parah, ini produk ke 4 yg diganti krn msh masa garansi.",-1,0,0
48,"Handsfree tidak bisa di charge, setelah di charge penuh.. mau dipakai nggak bs dinyalakan.",-1,0,0
49,"Sdh lama banget pengirimanya 
Pas datang ..... no comment",0,0,-1
50,"barang diterima, packing bagus. isi box tidak lengkap dan tidak rapi. kecewa?? iya jelas nunggunya lebih sebulan, solusi yang ditawarkan hanya return produk dan refund dana.masa seller stock barang cuma satu??? udah lama2 nunggu harus refund dana . tau gini banyak seller lain yang juga jual produk ini, garansi resmi malah. thanks blibli atas tanggapan yang cepat terhadap konsumen.",-1,1,-1
51,Barang belum saya terima tapi kenapa statusnya sudah terkirim?,0,0,-1
52,Kekuatan batray  ga sampay 2jam d pake musik habis jarak hp sana alat ga lebih dari 5meter mati ,-1,0,0
53,"Order Item ID : 12016840408-12021305954
Nama Produk : Wanky 5530 Fashion Mini Headset (Bluetooth 4.0) Hitam
 Item SKU : WAC-16944-01400-00001

RUSAK/Tidak Dapat Pakai
BAGAIMANA GANTINYA.?",-1,0,0
0,Sy mau komplen ko kartu sdcart ga ke baca ya..sy pasang kartu sdcart yg 2 GB tpi ga ke baca gimna ni?apa sy harus balikin lagi barang y??,-1,0,0
1,Sangat kecewa waktu pertama saya beli ada̲ dus onix ognos nya tapi sekarang gak ada dipakaiin dus bikin sendiri warna coklat. Padahal ini mau saya buat kado,0,-1,0
2,Bagus tapi batreinya cepat habis sudah di cas 2 jam tapi pemakaian cuma 1 jam doang,-1,0,0
3,"Saya ada beli sebelumnya untuk produk sejenis persis sama di online shop sebelah, Tapi ketika saya bandingkan, kok yang saya beli disini suaranya agak cempreng dan kurang nendang, gak seperti produk yang saya beli di onlineshop sebelah...",-1,0,0
4,"Barang diterima tapi kemasannya basah..kardus kemasannya seperti tersiram air.. Pihak jne suruh cek barang nya supaya kalau rusak dicomplen.. tapi pas coba produk nya bisa beroperasi dg baik.. Jadi batal komplen.. Sempat was was juga..
Jadi heran kok bisa ya kardus kemasannya basah seperti itu :(
Semoga tidak terulang lagi",1,-1,0
5,"Yg kurang lampu blitz nya tidak sesusai harapan, ",-1,0,0
6,Ini kok ga ada nomor IMEI nya?,-1,0,0
7,Barang diterima dalam keadaan segel terbuka :(,0,-1,0
8,Hmmm. Untuk pengiriman dan packing tidak masalah. Tpi kayaknya charger port nya bermasalah,-1,0,0
9,"Saya ulas merchant nya saja.. untuk produk oke2 sajalah...
Merchant saya rusa kurang sense of selling yang baik... order tgl 6 juni dan estimasi diterima 7 sampe 11 juni... kenyataannya tgl 28 juni baru sampe... bukan karena jasa pengirimnya tp emang merchantnya yang menyepelekan...
Untuk blibli, kalo ada bintang 1 kenapa tidak dimuat yah? padahal kata2 tidak menggunakan kata vulgar... Pihak blibli sudah menawarkan deadline pengiriman dan sudah disepakati pembatalannya jika melebihi waktu yang ditentukan, namun kenyataannya tidak di follow up dengan baik.
Demikian.",1,0,-1
10,jelek jam samsung gear spotnya bagusan gear 3 f yg ini lebih kecil,-1,0,0
11,"Di printer ada tempelan alamat orang lain, lalu dari JD.ID",0,0,0
12,"Di note saya blg minta dipacking dng kayu namun knp tdk dilakukan, mudah2 an kedepannya tdk ada masalah pd brg nya dan bisa berfungsi
",0,-1,0
13,"Barang lama di gudang, pantas murah. Banyak debunya, gitu kok gak dibersihkan dulu sebelum diberikan ke pelanggan.",0,-1,0
14,Saya minta warna hitam di kasi warna biru...,-1,0,0
15,"Proses pengiriman produk super lama... 

Produknya berfungsi dengan baik thx",1,0,-1
16,"Belum ada sebulan sudah rusak nih. Ada garansi 1 tahun, kemana saya claim garansinya ya?. 

Mouse tdk kedetect bluetoothnya dan pakai receivernya juga tdk bisa kedetect",-1,0,0
17,"ini mouse punya 2 opsi koneksi, wireless dan bluetooth. Entah kenapa yg bluetooth susah connect dan sering drop connection dan harus re-pair. Untuk mode wirelessnya sih aman, tapi masih 2.4Ghz, jadi kalau potensi gangguan kalau banyak wifi atau device lain yang di 2.4 GHz juga",-1,0,0
18,"Produk ada kecacatan, tutup baterai sudah rusak, barang tidak seperti baru",-1,0,0
19,"ya emang peraturanya sih batas pengiriman sampe 4 hari tpi serius bgt harus hari ke 3. yg lain maksimal kirimnya hari yg sama klo ditransfer sebelum jam tertentu, ini aku transfer pagi padahal",0,0,-1
20,"Barang ok, sesuai.

Beli pagi pakai gosend tapi nyampenya besok malam. Delivery sangat lambat dan merugikan. Bayar gosend tp malah lambat!",0,0,-1
21,"Di gambar dan di iklan TV + 2 salon,kiri dan kanan
Ternyata aslinya hanya 1.

Sangat kecewa,pengiriman lama,sangat menyesal",-1,0,-1
22,"begitu beli harganya turun 100k, nyesel jadinya",0,0,0
23,"Wiinya masih bagus, sayangnya kondisi power adapternya tidak bisa nyala, jadinya harus beli lagi sendiri.",-1,0,0
24,"Packing tidak dikasih bubblewrap, dus luar cacat",0,-1,0
25,Pesan yg neon merah biru tapi dikirim yg grey. Mengecewakan.,-1,0,0
26,"barang spertinya used. 
karena sudah terpasang anti gores
batere mati total(di standby sebelumnya)
ada bekas install mario odyssey
ada user yg terdaftar
joycon tidak lancar masuknya",-1,0,0
27,Antara gambar sm barang yg dikirim bentuknya beda,-1,0,0
28,Yang dikirim tidak sesuai dengan yang digambar di display. Yang dikirimkan model samsung.,-1,0,0
29,"Barang diterima dengan cepat dan rapih, namun pada saat dilakukan penggunaan, ternyata baterei hanya bertahan kurang dari 30 menit (pada deskripsi menyebutkan bisa hingga 2 jam), sehingga membuat penggunaannya menjadi kurang nyaman.",-1,0,0
30,"sering lost connection, handset kiri dan kanan sering tidak biaa connect, charging box bermasalah. kadang ngecharge hanya kiri, kadang hanya kanan.",-1,0,0
0,"barang sudah diterima, tapi banyak lecet nya terutama di bagian camera
semoga konsumen ga protes
lain kali mohon di cek lagi yaa",-1,0,0
1,"barang udah nyampe,tanks ya.cuma talinya gampang copot",-1,0,0
2,"terimakasih barang sudah saya terima, tapi kondisi jam tangan yang satu ini kurang bagus tidak bisa nelpon",-1,0,0
3,"ngga bisa di update firmware, versi Mediatek: MTK60D",-1,0,0
4,"1. Pengiriman lama 6 hari..
2. Kualitas kurang bagus.. volume tape harus dibesarkan baru terdengar
3. Suara kurang jernih.. seperti frekuensinya tidak pas.. sudah coba di berbagai chanel.. ",-1,0,-1
5,"suka ngehang dan force close, isi box minimalis",-1,0,0
6,"Ada harga ada kualitas itu sy setuju, tp blm 6jam dipakai ring karet utk pegangan talinya sudah putus sendiri.seperti bahannya getas, bukan karet seperti yg di gbrkan...lumayanlah buat pakai sebulan trus dibuang....",-1,0,0
7,"Respon dan pengiriman cepat, gak nyangka sehari nyampe. ",0,0,1
8,"Pengiriman cepat, cuma barang warna  tdk sesuai di gambar,,,tapi ga pa pa dech,,, trima kasih famous store n blibli.com",-1,0,1
9,Packing bagus tpi gak bisa buka format mp4 huh menyebalkan.. ,-1,1,0
10,"berfungsi baik cmn tidak semua bisa ita tonton, ada chanel yg berbayar yg ga bisa kita tonton",1,0,0
11,"Sudah dipakai 1 Minggu,blm ada kendala sih.thanks Blibli ",0,0,0
12,"Awal membeli excited banget. Tapi pas barang datang tidak sesuai dengan warna. Di situs tertulis graphite black tapi yg datang malah warna gold. Dan sepertinya barang merupakan barang BM, kalo dilihat dari tampilannya sih (saya penggemar berat sony). Tapi tidak masalah sih karena barang bisa digunakan dengan normal seperti fungsi barang aslinya.",-1,0,0
13,Barangnya bagus tpi saya kurang puas karna saya pesan warna hitam mlh sampainya warna putih,-1,0,0
14,"Laptopnya bagus,, tapi sayang tidak sesuai dengan deskripsinya. Di deskripsinya vga nya R7, tapi nyatanya R5. ",-1,0,0
15,"Barang sudah diterima, hanya  nomor resinya yang tdk diupdate..jd susah pantaunya, cukup memuaskan",0,0,-1
16,Pengiriman barang terlambat sehari/ lewat sehari dari estimasi pengiriman barang. Pengiriman barang butuh waktu 7 hari dan menurut saya itu terlalu lama. Padahal jarak masih Jabotabek. Untuk harga harga mantap 👍,0,0,-1
17,Barang cepat sampai dan sesuai. Akan tetapi warna yg dipilih gold tidak ada dan harus ditukar warna lain. ,-1,0,1
18,salah beli neh...barangnya garansi internasional..tp berfungsi baik...paling2 ribet nantinya kl mau klaim garansi..tp mudah2an ga bermasalah..,1,0,0
19,Proses pengirimannya lama benerr. Agar lebih diperhatikan lg.,0,0,-1
20,pengiriman cepat.. baterenya kok 0% sampe ga bisa dinyalain... semoga aja baik2 saja,0,0,1
21,Barang diterima dan berfungsi dengan baik awalnya saya kira bukan yang global tp ternyata setting hp kita harus english supaya menunya english. Sayangnya yang membuat bintang tidak full adalah tulusan amazfit pada huruf T tidak sempurna ,1,0,0
22,Kardus datang dalam keadaan penyok   tp untung produknya tdk apa2,0,-1,0
23,"Bagus,,,tp bllum d coba pke sim card",1,0,0
24,"Barang sudah sampe, tapi gak bisa hidup. Di layar hanya muncul gambar HP connect ke Jam. Mohon info cara menghidupkannya.",-1,0,0
25,"GPS blom berfungsi, ini gak bisa atau gw gak ngerti.. Nnti gw update lgi.",-1,0,0
26,"Thx brg sampe
Pengiriman cepat
Tp syg kotak penyok bagian atas...:(",-1,0,1
27,"Pengiriman cukup cepat, barang lumayan, packaging kurang",0,-1,1
28,"trima kasih barang sudah sampe sesuai pesanan,saya sangat suka,,,pembayaran mudah ga ribet,,,,pertahankan ",1,0,0
29,Barang diterima baik. Hanya mestinya kan kalau di series 3 ada warna merah di digital crown nya. Yang dikirim ke saya tidak ada merahnya.,-1,0,0
30,"Produknya baik hanya saja packingan brg nya tidak bagus...buble wrap tidak terpasang rapi, terkesan asal2an...sangat mengkhawatirkan utk pengiriman produk yg mudah pecah..tks",1,-1,0
31,"Hari ini baru terima
Packingnya rusak dan ndak rapi
Trus pas dibuka kamera lecet.
Dan ternyata kebesaran ditangan juga sih atau gara-gara saya perempuan?
Dilihat dari barangnya sudah pernah digunakan alias second karena ada beberapa bagian yg lecet juga

Sedikit kecewa sih .. ",-1,-1,0
32,"Barang di terima dengan packagin yg sangat rapi, fast delivery, barang asli but produk singapore, mulus dan bagus! Cuman 1 poin minus nya yaitu segel telah terpotong. Awal buka kotaknya tidak perlu pake silet lgsg terbuka..overall mantap!! 
",1,1,1
33,"Pelayanan cepat, tapi produk yang dikirim bukan versi nike... terlanjur sudah dibuka packagingnya sehingga tidak dikembalikan",-1,0,0
34,Barang sesuai deskripsi.tapi sayang prose pengiriman agak lama,1,0,-1
35,"barang lumayan oke, pengiriman baik tidak terlalu lama. tapi hasil cetak Foto kurang memuaskan warna dan tekstur tinta nya mudah luntur. ",-1,0,1
36,"over all bagus, cuma ane ada troble nih gak bisa ngeprint warna. entah eror atau settingan nya salah",-1,0,0
37,Barangnya sudah diterima...Sudah dipakai ngeprint...Hasilnya bagus..Thanks blibli.com Tapi Kok ada biaya pengiriman ya...biasanya gratis....he..he..,1,0,0
38,"Pengiriman sangat lama, dan dus ada yg tidak bagus, sudah robek",0,-1,-1
39,barang sudah sampai.terima kasih ya gan.saya rekomendasi ini guy's,0,0,0
40,Produk nya sie sesuai.. Tp pengirimannya yg ngeewakan.. Sampe barang nya lewat etimasi..,1,0,-1
41,"Kiriman cepat ,..packing seadanya hanya  dibungkus plastik hitam rawan penyok dusnya,..",0,-1,1
42,"Saya beri bintang 3 karena tombol kalkulator tenggelam, walaupun masih berfungsi. Mau saya kembalikan cuma malas",-1,0,0
